# Exact cutover exceptions. Columns: source path, package:function, metric, maximum score.
# Every row is package-qualified, score-bounded, source-verified, and rejected when stale.
cmd/hf-broker/agent_client.go	main:runAgentClient	crap	8.1
cmd/hf-broker/agent_client.go	main:runClientOperation	crap	12.1
cmd/hf-broker/main.go	main:runCommand	crap	13.6
cmd/hf-broker/mcp.go	main:callMCPOperation	crap	13.6
cmd/hf-broker/mcp.go	main:handleMCPRequest	crap	9.2
cmd/hf-broker/mcp.go	main:runMCP	crap	8.5
cmd/hf-broker/operation_surfaces.go	main:agentClient.uploadSealedPayload	crap	10.1
cmd/hf-broker/operation_surfaces.go	main:buildOperationSubmitRequest	crap	19.0
cmd/hf-broker/operation_surfaces.go	main:callMCPCatalogOperation	crap	24.6
cmd/hf-broker/operation_surfaces.go	main:callMCPWindowOperation	crap	11.2
cmd/hf-broker/operation_surfaces.go	main:parseOperationClientOptions	crap	10.0
cmd/hf-broker/operation_surfaces.go	main:readJSONOption	crap	14.6
cmd/hf-broker/operation_surfaces.go	main:runCatalogOperation	crap	8.6
cmd/hf-broker/operation_surfaces.go	main:validateOperationClientOptions	crap	30.4
internal/hfplan/plan.go	hfplan:planMatchesGrant	crap	10.0
internal/hfplan/plan.go	hfplan:rawSecretKey	crap	12.9
internal/hfplan/plan.go	hfplan:validate	crap	24.2
internal/httpapi/agent_operations.go	httpapi:Server.loadRuntimePlan	crap	19.8
internal/httpapi/agent_operations.go	httpapi:Server.prepareRuntimePlan	crap	9.4
internal/httpapi/grant_notifications.go	httpapi:Server.sweepPendingGrantApprovals	crap	14.4
internal/httpapi/inference.go	httpapi:Server.serveChatCompletion	crap	8.3
internal/httpapi/server.go	httpapi:newServer	crap	45.2
internal/hubclient/bound.go	hubclient:boundBody	crap	12.7
internal/hubclient/bound.go	hubclient:scalarPathValue	crap	9.0
internal/hubclient/bucket.go	hubclient:Client.ApplyBucketBatch	crap	12.6
internal/hubclient/bucket.go	hubclient:validObjectPath	crap	11.6
internal/hubclient/bucket.go	hubclient:validateBucketBatchOperation	crap	22.4
internal/hubclient/commit.go	hubclient:Client.CreateCommit	crap	8.4
internal/hubclient/commit.go	hubclient:Client.DuplicateLFSFile	crap	11.8
internal/hubclient/commit.go	hubclient:Client.ReadRepoFile	crap	35.5
internal/hubclient/commit.go	hubclient:Client.RepoPathsInfo	crap	12.2
internal/hubclient/commit.go	hubclient:Client.trustedContentLocation	crap	15.4
internal/hubclient/commit.go	hubclient:ValidRepoPath	crap	13.2
internal/hubclient/commit.go	hubclient:ValidateCommitOperations	crap	19.0
internal/hubclient/commit.go	hubclient:commitNDJSON	crap	10.0
internal/hubclient/commit.go	hubclient:validateCommitRequest	crap	10.0
internal/hubclient/hubclient.go	hubclient:Client.call	crap	10.9
internal/hubclient/hubclient.go	hubclient:Client.newRequest	crap	15.1
internal/hubclient/hubclient.go	hubclient:New	crap	10.6
internal/hubclient/hubclient.go	hubclient:statusError	crap	9.0
internal/hubclient/sandbox_job.go	hubclient:Client.ListSandboxesByOperation	crap	8.2
internal/hubclient/sandbox_job.go	hubclient:Client.sandboxJobBody	crap	16.3
internal/hubclient/sandbox_job.go	hubclient:sandboxStateFromJob	crap	28.6
internal/hubclient/sandbox_job.go	hubclient:validateSandboxEnvironment	crap	9.0
internal/hubclient/sandbox_job.go	hubclient:validateSandboxPoolSpec	crap	8.5
internal/hubclient/sandbox_server.go	hubclient:Client.CreateSandboxInPool	crap	23.3
internal/hubclient/sandbox_server.go	hubclient:Client.SandboxFileStat	crap	10.3
internal/hubclient/sandbox_server.go	hubclient:Client.sandboxEndpoint	crap	14.5
internal/hubclient/sandbox_server.go	hubclient:Client.sandboxServer	crap	21.5
internal/hubclient/sandbox_server.go	hubclient:validSandboxProcessCommandValue	crap	11.0
internal/hubclient/sandbox_types.go	hubclient:SandboxVolume.validate	crap	13.0
internal/hubclient/types.go	hubclient:CreateRepoInput.validate	crap	10.1
internal/hubclient/types.go	hubclient:ValidGitRefComponent	crap	15.4
internal/hubclient/uv.go	hubclient:transformBoundBody	crap	16.2
internal/hubclient/uv.go	hubclient:uvJobSpec	crap	12.0
internal/opbinding/binding.go	opbinding:load	crap	9.9
internal/opbinding/binding.go	opbinding:schemaForArguments	crap	12.0
